,carat,cut,color,clarity,depth percentage,table,length,width,depth,price
52858,0.72,4,3,4,62.7,56.0,5.72,5.76,3.6,2578
564,0.81,3,3,3,63.0,60.0,5.87,5.81,3.68,2832
46421,0.66,2,5,2,61.3,57.2,5.59,5.66,3.45,1769
38137,0.3,3,3,7,62.6,58.0,4.29,4.27,2.68,1013
180,0.54,4,5,6,61.6,56.0,5.25,5.27,3.24,2776
8973,1.05,4,2,2,61.9,56.0,6.49,6.56,4.04,4504
37679,0.42,3,2,4,62.1,57.0,4.8,4.76,2.97,992
38249,0.36,4,6,5,62.8,55.0,4.55,4.52,2.85,1018
43274,0.3,2,1,3,63.5,57.0,4.26,4.24,2.7,506
3138,0.88,4,5,2,62.2,57.0,6.08,6.2,3.82,3329
33280,0.31,2,3,3,61.5,59.0,4.34,4.38,2.68,462
39454,0.57,4,2,2,62.3,56.0,5.31,5.28,3.3,1077
31243,0.31,4,4,4,61.9,55.0,4.37,4.39,2.71,757
31635,0.3,2,1,2,63.3,56.0,4.3,4.26,2.71,450
44384,0.41,3,6,7,61.6,58.0,4.78,4.74,2.93,1582
42922,0.53,3,3,3,61.3,58.0,5.21,5.16,3.18,1363
11208,1.01,1,2,4,63.5,61.0,6.24,6.32,3.99,4959
16448,1.02,2,3,4,61.9,54.0,6.45,6.48,4.0,6569
48900,0.59,3,3,6,62.8,54.0,5.41,5.34,3.38,2040
1385,0.31,2,3,4,61.4,55.0,4.38,4.41,2.69,559
13191,1.07,3,3,3,61.6,58.0,6.6,6.56,4.05,5453
16075,1.25,4,1,4,62.5,56.0,6.87,6.92,4.31,6419
51123,0.7,3,6,3,62.1,62.0,5.63,5.58,3.48,2339
28827,0.41,3,6,2,61.9,58.0,4.71,4.73,2.92,683
52269,0.76,3,4,2,61.8,58.0,5.88,5.83,3.62,2491
52740,0.81,4,5,2,62.0,55.0,6.0,5.96,3.71,2559
48737,0.5,2,4,6,61.0,61.0,5.09,5.11,3.11,2013
32472,0.33,2,3,7,61.2,57.0,4.47,4.5,2.74,795
30958,0.32,4,1,4,62.0,57.0,4.36,4.41,2.72,449
29560,0.33,3,4,3,59.9,61.0,4.47,4.44,2.67,705
15580,1.01,1,5,4,60.8,63.0,6.44,6.46,3.92,6250
8850,1.01,3,5,3,62.4,58.0,6.42,6.37,3.99,4480
16897,1.21,2,2,4,62.1,60.0,6.77,6.83,4.22,6745
18358,1.5,0,6,2,68.8,57.0,6.9,6.86,4.73,7469
42082,0.53,3,3,3,61.3,58.0,5.22,5.19,3.19,1273
39659,0.42,3,3,4,59.5,59.0,4.89,4.83,2.89,1087
53003,0.7,3,4,3,59.5,57.0,5.81,5.79,3.45,2596
49270,0.64,4,5,3,62.0,56.0,5.57,5.53,3.44,2089
43247,0.42,4,3,8,60.4,55.0,4.85,4.86,2.93,1400
11750,1.01,2,5,3,63.3,58.0,6.39,6.37,4.04,5077
45370,0.53,4,3,3,61.6,57.0,5.19,5.24,3.21,1665
45133,0.53,2,5,4,62.8,57.0,5.16,5.19,3.25,1653
45982,0.3,1,2,5,63.2,56.0,4.25,4.29,2.7,526
34795,0.4,4,3,5,62.2,56.0,4.72,4.74,2.94,877
8648,1.0,3,4,2,61.6,61.0,6.36,6.33,3.91,4452
2470,0.71,2,5,5,61.5,57.0,5.74,5.77,3.54,3192
42452,0.5,4,5,3,62.2,57.0,5.05,5.11,3.16,1316
53407,0.71,4,4,2,61.5,55.0,5.78,5.75,3.54,2668
37104,0.38,4,3,3,61.8,54.0,4.69,4.67,2.9,969
7836,1.2,2,1,3,63.1,61.0,6.65,6.58,4.18,4301
32198,0.35,4,5,3,62.3,56.0,4.56,4.53,2.83,788
16232,1.15,4,3,4,61.4,57.0,6.78,6.74,4.15,6492
30328,0.36,3,4,4,60.5,60.0,4.55,4.61,2.77,726
38501,0.39,4,4,6,60.4,60.0,4.73,4.78,2.87,1031
29014,0.39,4,0,6,62.0,54.5,4.67,4.7,2.9,687
33302,0.4,1,4,4,63.4,54.4,4.68,4.73,2.99,826
12686,1.66,3,1,2,60.0,59.0,7.63,7.56,4.56,5310
49528,0.59,3,4,3,62.2,60.0,5.37,5.33,3.33,2124
10568,1.0,3,6,2,62.4,58.0,6.36,6.33,3.96,4816
8937,1.01,3,4,2,62.8,60.0,6.4,6.33,4.0,4497
20370,0.31,2,3,5,59.6,61.0,4.35,4.38,2.6,625
448,0.78,3,4,3,61.5,59.0,5.96,5.88,3.64,2816
11310,1.01,4,5,2,62.2,55.0,6.4,6.43,3.99,4984
3109,0.74,2,5,4,62.8,58.0,5.73,5.76,3.61,3323
29444,0.5,0,3,1,64.6,60.0,5.04,4.96,3.23,701
40406,0.31,4,5,8,61.9,56.0,4.37,4.35,2.7,1133
45864,0.61,3,5,2,61.3,59.0,5.48,5.39,3.33,1715
18149,1.14,4,2,6,61.9,56.0,6.69,6.72,4.15,7354
34534,0.33,4,3,7,61.5,56.0,4.45,4.46,2.74,868
29188,0.44,4,3,2,61.1,55.0,4.93,4.95,3.02,694
14915,1.01,1,5,4,65.4,56.0,6.18,6.23,4.06,6004
52236,0.8,2,2,3,63.3,58.0,5.93,5.89,3.74,2485
7579,1.06,2,1,3,62.8,56.0,6.47,6.52,4.08,4255
11993,1.24,1,2,3,62.0,65.0,6.88,6.84,4.25,5146
6427,0.9,4,3,2,61.4,56.0,6.19,6.23,3.81,4044
8430,1.03,2,2,3,63.4,62.0,6.46,6.27,4.05,4406
50016,0.7,2,4,3,62.4,56.0,5.64,5.7,3.54,2196
46380,0.7,1,1,3,61.6,63.0,5.59,5.68,3.47,1763
3341,0.9,3,1,3,63.0,60.0,6.08,5.99,3.8,3377
52296,0.25,2,5,7,57.7,62.0,4.16,4.19,2.41,548
35666,0.41,2,3,5,61.6,59.0,4.74,4.8,2.94,908
38551,0.5,2,0,5,61.4,57.8,5.09,5.14,3.15,1034
51215,0.7,4,3,3,62.2,56.0,5.72,5.69,3.55,2352
4156,0.85,4,1,5,61.9,56.0,6.08,6.1,3.77,3548
5717,0.25,2,5,6,59.8,59.0,4.07,4.09,2.44,575
44832,0.51,3,5,3,61.3,59.0,5.15,5.13,3.15,1624
4042,0.84,3,5,4,62.4,60.0,6.04,5.98,3.75,3528
11158,1.21,3,6,2,59.7,58.0,7.06,6.96,4.19,4946
51041,0.7,3,2,4,60.8,59.0,5.71,5.74,3.48,2330
9024,1.04,4,2,3,62.7,54.0,6.51,6.47,4.07,4515
34495,0.32,4,4,7,61.7,55.0,4.42,4.46,2.74,867
44495,0.51,2,6,4,63.7,55.0,5.05,5.09,3.23,1599
29224,0.31,3,3,5,62.1,58.0,4.36,4.31,2.69,695
53348,0.7,0,3,4,64.4,56.0,5.64,5.57,3.61,2657
17009,1.52,3,1,4,61.7,61.0,7.35,7.3,4.52,6793
2486,0.71,4,3,5,62.3,54.0,5.68,5.72,3.55,3195
48939,0.52,2,3,7,61.9,61.0,5.11,5.13,3.17,2045
16709,0.3,2,5,2,61.7,61.0,4.29,4.33,2.66,421
13551,1.09,2,2,4,63.0,54.0,6.61,6.54,4.14,5551
11844,1.13,3,2,3,62.3,58.0,6.67,6.68,4.16,5101
51479,1.05,3,3,1,61.7,59.0,6.58,6.47,4.02,2378
30367,0.36,4,1,5,62.1,57.0,4.58,4.54,2.83,729
29348,0.31,4,3,4,61.4,56.0,4.36,4.34,2.67,698
47644,0.23,4,4,6,62.3,56.0,3.95,4.01,2.48,530
45496,0.51,2,4,5,60.0,59.0,5.18,5.22,3.12,1680
27814,0.28,4,3,8,62.4,55.0,4.17,4.2,2.61,650
41372,0.51,2,3,3,60.3,61.0,5.12,5.19,3.11,1220
4387,0.31,2,6,3,60.0,61.0,4.41,4.43,2.65,571
42786,0.51,3,4,3,59.4,61.0,5.26,5.21,3.11,1349
10191,1.02,4,1,3,62.0,56.0,6.44,6.46,4.0,4738
1545,0.83,2,5,3,62.1,58.0,6.01,6.04,3.74,3002
31627,0.3,4,2,3,62.2,57.0,4.26,4.29,2.66,450
51059,0.7,2,3,4,63.5,57.0,5.68,5.66,3.6,2331
6498,0.93,3,3,3,61.0,59.0,6.34,6.28,3.85,4062
50494,0.7,3,4,3,61.8,59.0,5.76,5.67,3.53,2268
10078,0.32,4,2,5,61.6,56.0,4.42,4.46,2.73,592
50236,0.62,3,2,7,61.9,58.0,5.49,5.46,3.39,2232
42949,0.3,4,0,5,59.7,57.0,4.4,4.37,2.62,506
48805,0.5,4,4,6,62.0,53.6,5.09,5.13,3.18,2025
1925,0.8,3,4,3,60.1,58.0,6.07,6.05,3.64,3082
3640,0.71,4,5,5,61.4,57.0,5.81,5.78,3.56,3435
593,0.71,4,4,3,59.8,53.0,5.86,5.82,3.49,2838
39674,0.42,3,3,4,62.0,58.0,4.81,4.77,2.97,1087
28910,0.3,3,3,6,62.6,58.0,4.27,4.29,2.68,684
10424,1.24,4,0,2,60.1,57.0,7.02,6.98,4.21,4783
46629,0.3,2,5,3,60.6,56.0,4.35,4.37,2.64,526
38763,0.31,4,4,8,62.1,56.0,4.36,4.33,2.7,1046
34120,0.38,4,5,4,61.7,54.3,4.68,4.69,2.89,853
903,0.71,4,5,5,62.4,56.0,5.75,5.7,3.57,2877
39676,0.41,4,5,4,62.2,56.0,4.8,4.75,2.97,1087
33012,0.3,2,4,7,61.1,57.0,4.31,4.33,2.64,814
31518,0.34,3,5,3,60.7,60.0,4.51,4.48,2.73,765
14593,1.06,4,2,4,62.5,57.0,6.49,6.47,4.05,5889
14485,1.25,2,4,2,58.0,63.0,7.16,7.06,4.13,5851
34109,0.38,1,6,5,63.4,55.0,4.61,4.64,2.93,853
48803,0.51,4,4,6,61.4,56.0,5.16,5.17,3.17,2025
24703,0.32,4,5,4,62.1,55.0,4.39,4.43,2.74,639
36030,0.41,3,3,3,62.5,57.0,4.72,4.69,2.94,923
44812,0.5,4,5,4,62.2,55.0,5.07,5.09,3.16,1624
21707,0.31,4,3,3,61.6,55.0,4.37,4.39,2.7,627
42285,0.36,4,1,3,61.7,55.0,4.58,4.62,2.84,505
45342,0.52,2,2,7,63.9,59.0,5.08,5.1,3.25,1664
39732,0.53,2,3,2,60.9,55.0,5.26,5.29,3.21,1092
29134,0.33,2,2,7,62.5,55.0,4.43,4.47,2.78,692
16371,0.33,4,6,3,61.3,56.0,4.44,4.46,2.73,608
35647,0.31,4,3,6,62.4,56.0,4.35,4.31,2.7,907
4517,1.0,1,6,2,64.0,59.0,6.29,6.24,4.01,3634
30737,0.43,1,5,3,63.1,56.0,4.8,4.83,3.04,739
12373,0.4,4,4,2,62.8,55.0,4.7,4.73,2.96,597
50077,0.51,4,4,6,62.4,57.0,5.12,5.08,3.18,2203
3948,0.9,2,1,2,61.5,57.0,6.16,6.19,3.8,3503
8050,0.25,2,4,6,61.2,55.0,4.1,4.14,2.52,583
12620,1.0,3,3,3,62.2,58.0,6.45,6.37,3.99,5292
2096,0.76,4,3,4,61.7,55.0,5.86,5.91,3.63,3114
28031,0.3,2,5,4,62.9,58.0,4.22,4.27,2.67,658
15403,1.02,3,3,4,59.2,59.0,6.66,6.58,3.92,6169
35950,0.3,4,4,3,61.4,55.0,4.34,4.36,2.67,475
12542,1.3,1,0,4,63.6,59.0,6.9,6.87,4.38,5269
46469,0.7,2,1,2,63.4,59.0,5.66,5.57,3.56,1775
44830,0.51,4,5,3,62.9,57.0,5.1,5.09,3.2,1624
11092,1.03,4,3,2,62.3,59.0,6.44,6.46,4.02,4928
46168,0.5,3,5,4,61.3,60.0,5.11,5.07,3.12,1746
46821,0.7,3,2,2,60.5,61.0,5.75,5.72,3.47,1808
47044,0.5,3,6,4,59.7,57.0,5.13,5.08,3.05,1819
43357,0.56,2,3,3,61.1,56.0,5.32,5.34,3.26,1408
1624,1.01,3,3,1,61.1,61.0,6.49,6.35,3.92,3014
44548,0.54,4,3,4,61.2,56.0,5.25,5.26,3.22,1605
36616,0.32,4,3,3,62.5,55.0,4.35,4.38,2.73,477
53354,0.8,4,3,2,63.0,56.0,5.85,5.9,3.7,2657
7178,1.01,2,1,3,63.4,55.0,6.39,6.35,4.04,4185
5207,1.0,0,0,3,64.7,52.0,6.35,6.3,4.09,3780
34150,0.33,3,2,6,61.6,58.0,4.45,4.42,2.73,854
45662,0.59,4,6,3,61.2,56.0,5.38,5.43,3.31,1694
28679,0.24,4,5,7,61.4,57.0,3.99,4.03,2.46,678
53245,0.7,3,2,6,61.0,62.0,5.72,5.66,3.47,2644
49269,0.72,4,3,2,62.1,55.3,5.72,5.74,3.56,2089
4611,0.9,3,5,2,60.8,60.0,6.21,6.25,3.79,3662
8669,1.04,3,3,2,62.6,58.0,6.49,6.42,4.04,4455
1812,0.78,2,5,3,60.9,57.0,5.93,5.97,3.62,3055
8667,0.9,3,3,3,60.6,57.0,6.28,6.2,3.78,4455
12159,1.08,4,6,2,59.1,60.0,6.7,6.76,3.98,5177
4191,0.93,2,1,5,62.5,58.0,6.2,6.25,3.89,3562
17202,1.2,2,4,3,63.5,57.0,6.65,6.74,4.25,6872
32675,0.31,3,3,5,62.4,59.0,4.34,4.32,2.7,802
24031,0.4,4,0,5,62.1,53.0,4.75,4.78,2.96,633
12369,0.26,4,5,6,61.6,57.0,4.13,4.18,2.56,597
2058,0.32,3,2,5,60.6,60.0,4.4,4.44,2.68,561
4838,0.9,2,1,4,63.0,60.0,6.15,6.17,3.88,3709
6223,1.0,2,5,2,58.8,62.0,6.5,6.53,3.83,4004
8849,1.01,1,5,3,64.1,59.0,6.35,6.31,4.06,4480
16830,1.11,4,3,4,62.2,55.0,6.67,6.61,4.13,6713
52563,0.7,3,1,7,61.2,59.0,5.69,5.65,3.47,2536
5347,0.9,3,6,3,62.1,60.0,6.2,6.14,3.83,3812
1539,0.72,2,6,3,61.5,58.0,5.74,5.78,3.54,3001
11947,1.01,1,5,3,63.4,60.0,6.3,6.34,4.01,5132
37052,0.46,2,5,3,61.8,57.0,4.93,4.98,3.06,968
17020,1.01,4,3,5,61.5,56.0,6.48,6.43,3.97,6794
18044,0.35,2,5,3,60.7,59.0,4.52,4.57,2.76,614
43697,0.5,1,4,4,63.6,57.0,5.03,5.07,3.21,1436
1043,0.61,4,5,6,62.4,53.6,5.42,5.45,3.39,2907
41621,0.24,4,2,6,61.5,57.0,4.0,4.03,2.47,504
5168,0.91,2,5,2,63.0,56.0,6.12,6.16,3.87,3772
17291,1.73,4,0,3,62.6,57.0,7.69,7.65,4.8,6927
43370,0.58,4,4,3,61.4,57.0,5.33,5.38,3.29,1408
17044,0.28,4,4,6,61.6,55.0,4.22,4.26,2.61,612
48477,0.71,2,0,3,59.7,57.0,5.84,5.88,3.5,1979
46724,0.58,3,5,3,61.6,59.0,5.38,5.33,3.3,1794
48157,0.72,2,2,2,63.5,58.0,5.65,5.68,3.6,1942
2510,1.02,3,2,1,62.5,60.0,6.41,6.39,4.0,3199
33769,0.32,4,6,6,62.3,54.0,4.42,4.44,2.76,841
8586,0.9,2,6,3,60.9,57.0,6.22,6.26,3.8,4438
48263,0.46,4,5,7,62.5,53.0,4.95,5.0,3.11,1955
31869,0.3,3,2,6,62.4,58.0,4.3,4.26,2.67,776
11038,0.9,4,5,3,61.7,57.0,6.18,6.24,3.83,4921
39931,0.34,4,4,3,59.4,57.0,4.54,4.58,2.71,491
41123,0.6,3,6,2,62.0,57.0,5.43,5.35,3.34,1196
40497,0.42,4,4,6,62.2,56.0,4.79,4.82,2.99,1142
40392,0.58,4,1,3,62.2,54.0,5.35,5.39,3.34,1132
2491,0.6,4,4,6,61.5,57.0,5.42,5.45,3.34,3196
13258,0.9,1,4,6,61.8,63.0,6.14,6.19,3.81,5480
37627,0.4,4,6,3,60.8,57.0,4.81,4.77,2.91,990
17660,1.23,4,1,7,62.1,57.0,6.9,6.83,4.26,7117
2981,0.96,0,3,3,69.7,59.0,6.09,5.9,4.18,3299
51644,0.31,3,3,4,62.2,59.0,4.3,4.35,2.69,544
47054,0.63,4,3,4,62.6,55.0,5.5,5.46,3.43,1821
40525,0.58,2,0,4,59.5,62.0,5.41,5.44,3.23,1147
18445,1.27,3,2,4,60.0,61.0,7.03,6.99,4.26,7503
52227,0.7,4,2,5,61.9,55.0,5.66,5.72,3.52,2484
32955,0.24,2,4,4,61.3,54.0,4.02,4.07,2.47,461
5940,0.9,1,5,3,62.6,62.0,6.15,6.18,3.86,3945
9797,0.93,4,3,3,62.2,58.0,6.2,6.24,3.87,4666
9235,1.01,1,2,3,63.3,58.0,6.37,6.4,4.04,4559
35654,0.31,4,3,6,62.1,56.0,4.33,4.27,2.67,907
39540,0.4,4,4,4,62.9,57.0,4.72,4.69,2.96,1080
3450,0.9,2,2,3,63.2,59.0,6.08,6.14,3.86,3388
17457,1.01,2,6,4,60.6,56.0,6.45,6.51,3.93,7001
44551,0.55,4,3,3,61.3,56.0,5.26,5.31,3.24,1605
50916,0.56,4,4,6,60.3,56.0,5.39,5.35,3.24,2318
38005,0.43,2,4,5,63.4,57.0,4.8,4.76,3.03,1008
27997,0.3,3,5,4,61.7,58.0,4.32,4.34,2.67,658
18214,1.5,2,1,2,62.7,57.0,7.28,7.35,4.59,7392
33765,0.5,3,5,1,60.7,61.0,5.14,5.05,3.09,840
10021,0.34,4,6,1,61.4,55.0,4.5,4.52,2.77,413
46896,0.56,4,4,4,61.3,54.0,5.37,5.34,3.28,1814
30773,0.37,4,3,5,61.9,54.0,4.62,4.68,2.88,741
10090,1.02,1,5,2,63.2,56.0,6.37,6.41,4.04,4712
34015,0.3,4,6,5,61.8,56.0,4.34,4.3,2.67,848
50572,0.85,1,0,3,59.2,64.0,6.17,6.13,3.64,2278
33047,0.3,4,4,7,61.6,58.0,4.27,4.3,2.64,814
30263,0.36,4,3,5,61.5,58.0,4.59,4.61,2.83,725
49942,0.56,2,6,5,60.8,60.0,5.32,5.34,3.24,2188
37268,0.32,2,2,3,61.8,56.0,4.38,4.41,2.71,482
34267,0.29,2,2,6,62.2,54.0,4.23,4.26,2.64,466
31334,0.41,4,3,3,61.4,56.0,4.81,4.83,2.96,759
41619,0.29,2,5,5,58.9,56.0,4.35,4.37,2.57,504
52205,0.7,4,3,3,61.3,56.0,5.73,5.78,3.53,2480
17065,0.32,2,3,3,63.5,56.0,4.38,4.35,2.77,612
7682,0.92,3,6,3,62.3,58.0,6.27,6.21,3.89,4274
12054,0.34,2,3,4,60.3,54.0,4.53,4.56,2.74,596
13763,1.35,1,1,4,59.2,65.0,7.18,7.13,4.23,5610
15338,1.01,2,4,4,62.5,59.0,6.38,6.42,4.0,6159
36606,0.32,2,3,3,63.0,56.0,4.35,4.38,2.75,477
5562,1.0,1,4,2,59.8,65.0,6.58,6.43,3.9,3858
37416,0.38,3,3,4,60.8,61.0,4.66,4.65,2.83,983
37979,0.51,2,0,4,61.6,58.0,5.09,5.14,3.15,1008
3025,0.66,2,5,7,61.8,55.0,5.6,5.66,3.48,3309
8113,0.92,3,6,3,62.3,58.0,6.21,6.27,3.89,4350
336,0.71,3,3,5,62.4,61.0,5.7,5.65,3.54,2803
5758,1.01,3,4,2,63.0,60.0,6.35,6.28,3.98,3897
37961,0.41,4,4,5,62.5,57.0,4.75,4.76,2.97,1007
45231,0.59,4,5,4,61.4,58.0,5.38,5.4,3.31,1657
36880,0.5,3,2,2,61.0,58.0,5.14,5.05,3.11,958
3246,0.96,3,3,3,62.0,57.0,6.34,6.31,3.92,3355
7441,0.71,4,5,7,62.3,55.0,5.68,5.72,3.55,4231
44404,0.55,4,2,3,60.8,56.0,5.3,5.33,3.23,1584
53226,0.8,1,5,2,57.7,65.0,6.13,6.08,3.52,2640
33340,0.41,3,1,6,62.4,60.0,4.7,4.73,2.94,827
30147,0.32,3,5,3,61.6,56.0,4.41,4.39,2.71,720
41331,0.57,1,5,2,58.5,61.0,5.4,5.43,3.17,1214
45010,0.5,4,2,5,61.1,56.0,5.1,5.14,3.13,1637
51836,0.72,4,4,2,61.2,54.0,5.81,5.86,3.57,2422
6414,1.05,2,2,2,61.4,58.0,6.54,6.58,4.03,4042
41824,0.51,2,2,4,59.8,57.0,5.22,5.25,3.13,1251
32159,0.39,4,3,4,62.2,53.9,4.66,4.69,2.9,787
48100,0.7,1,3,2,64.1,56.0,5.64,5.59,3.6,1935
2382,0.32,2,2,5,62.8,58.0,4.35,4.37,2.74,561
13316,1.01,2,5,3,62.9,60.0,6.35,6.43,4.02,5499
30939,0.24,2,2,7,61.3,56.0,4.01,4.04,2.46,449
9504,1.09,4,0,3,60.7,58.0,6.64,6.68,4.04,4611
52933,0.7,1,4,4,62.9,61.0,5.6,5.63,3.53,2591
15054,0.3,2,4,4,62.8,58.0,4.25,4.28,2.68,605
27058,0.41,1,4,1,63.8,57.0,4.72,4.69,3.0,646
15213,1.01,3,3,4,61.6,60.0,6.51,6.42,3.98,6108
43643,0.39,4,4,8,61.9,57.0,4.69,4.68,2.9,1433
30928,0.34,4,5,4,62.4,56.0,4.45,4.49,2.79,745
5527,0.81,4,6,3,62.0,56.0,5.97,6.0,3.71,3852
40104,0.33,3,3,7,61.4,60.0,4.44,4.39,2.71,1114
6134,0.92,2,3,3,62.5,60.0,6.19,6.26,3.89,3986
45800,0.5,3,2,7,62.5,58.0,5.05,5.1,3.17,1710
34922,0.3,4,0,5,62.6,53.0,4.28,4.32,2.69,373
53251,0.72,2,5,3,58.9,58.0,5.88,5.91,3.47,2646
48084,0.53,4,3,6,60.6,56.0,5.25,5.28,3.19,1932
9037,0.36,4,2,4,61.0,56.0,4.61,4.63,2.82,587
41850,0.53,4,3,3,61.8,58.0,5.16,5.19,3.2,1255
1901,0.76,4,5,4,61.3,56.0,5.79,5.83,3.56,3079
13950,1.28,4,2,2,61.8,57.0,7.0,6.97,4.32,5676
12129,1.57,4,2,1,62.8,56.0,7.42,7.36,4.64,5170
3227,0.72,4,3,6,62.0,55.0,5.72,5.76,3.56,3352
18063,1.01,1,5,6,64.2,57.0,6.3,6.34,4.06,7293
9023,1.04,4,2,3,61.9,57.0,6.49,6.46,4.01,4515
31168,0.41,1,4,3,63.3,57.0,4.69,4.72,2.98,755
53070,0.74,4,1,5,60.7,55.0,5.84,5.88,3.56,2609
16690,0.31,4,2,3,61.3,57.0,4.36,4.38,2.68,421
2934,1.02,0,1,2,66.2,57.0,6.34,6.26,4.17,3290
16236,1.51,3,5,1,59.0,62.0,7.41,7.36,4.36,6494
41918,1.03,0,5,1,78.2,54.0,5.72,5.59,4.42,1262
2807,0.72,2,4,5,63.4,57.0,5.68,5.7,3.61,3264
35781,0.32,4,4,7,61.4,56.0,4.4,4.43,2.71,912
7448,1.2,2,0,4,63.1,56.0,6.77,6.71,4.25,4232
8755,0.91,2,6,3,60.2,60.0,6.22,6.27,3.76,4466
40571,0.4,4,6,6,61.4,56.0,4.8,4.75,2.93,1152
8765,1.0,2,2,3,63.6,54.0,6.33,6.37,4.04,4467
13987,1.23,3,4,2,61.7,57.0,6.89,6.86,4.24,5695
51844,0.71,4,3,3,61.4,55.0,5.75,5.79,3.54,2423
42791,0.6,1,3,3,65.3,56.0,5.21,5.26,3.42,1350
11277,1.07,4,5,3,60.4,57.0,6.62,6.56,3.98,4973
13475,1.22,3,3,2,60.2,58.0,6.92,6.9,4.16,5534
39309,0.5,0,4,3,64.7,60.0,4.99,4.84,3.18,1069
37808,0.35,4,3,8,61.7,55.0,4.52,4.55,2.8,1001
48443,0.51,4,3,6,62.6,57.0,5.12,5.1,3.2,1974
13094,1.09,4,1,4,61.9,56.0,6.62,6.67,4.09,5421
53622,0.3,1,6,3,63.8,57.0,4.27,4.29,2.73,552
49476,0.72,3,3,2,62.6,60.0,5.7,5.65,3.55,2115
4339,0.9,1,2,4,64.0,57.0,6.11,6.14,3.92,3601
38356,0.33,4,6,6,60.9,57.0,4.48,4.46,2.72,1021
40514,0.5,1,4,3,57.9,62.0,5.18,5.21,3.01,1145
35081,0.37,4,5,5,61.6,54.7,4.61,4.63,2.85,886
17744,1.56,3,0,5,61.3,59.0,7.54,7.49,4.61,7144
5,0.24,2,0,6,62.8,57.0,3.94,3.96,2.48,336
13198,1.27,4,0,3,61.4,57.0,6.97,7.0,4.29,5455
44708,0.57,4,5,3,62.2,55.0,5.37,5.31,3.32,1613
51548,0.51,3,6,6,62.4,59.0,5.13,5.06,3.18,2387
15492,1.0,2,5,3,61.4,60.0,6.4,6.44,3.94,6207
2104,0.8,1,4,5,63.3,55.0,5.87,5.92,3.73,3116
45377,0.58,4,4,4,62.1,56.0,5.33,5.37,3.32,1666
37649,0.41,2,6,5,63.4,56.0,4.7,4.76,3.0,991
32419,0.41,4,6,3,61.0,57.0,4.78,4.8,2.92,791
38826,0.42,4,3,4,61.9,57.0,4.83,4.79,2.98,1048
10969,1.04,2,6,2,58.6,58.0,6.65,6.72,3.92,4906
3349,0.91,3,5,2,58.5,60.0,6.34,6.31,3.7,3379
16344,1.29,2,1,4,61.8,58.0,6.94,6.98,4.3,6537
32899,0.3,3,1,8,60.5,59.0,4.34,4.32,2.62,810
9001,0.91,1,5,3,63.1,58.0,6.12,6.17,3.88,4512
30093,0.32,4,2,5,62.9,54.0,4.41,4.37,2.76,720
42079,0.57,2,3,3,60.4,58.0,5.37,5.42,3.26,1273
43855,0.55,4,3,4,62.4,56.0,5.23,5.25,3.27,1448
33962,0.4,2,6,4,62.4,60.0,4.66,4.67,2.91,845
38576,0.4,3,3,4,62.8,61.0,4.67,4.63,2.92,1035
30496,0.31,4,6,3,60.8,56.0,4.37,4.32,2.64,732
8514,1.01,4,0,4,62.3,55.0,6.4,6.44,4.0,4425
43022,0.59,4,4,2,60.1,57.0,5.45,5.49,3.29,1371
8758,0.9,2,6,3,62.8,59.0,6.12,6.18,3.86,4466
6380,0.25,3,5,6,62.5,59.0,4.02,4.05,2.52,576
10415,0.99,2,5,2,61.8,59.0,6.3,6.33,3.9,4780
35415,0.4,3,3,3,62.0,59.0,4.74,4.71,2.93,900
40332,0.4,4,4,7,61.7,57.0,4.72,4.75,2.92,1128
48604,0.77,3,3,2,61.2,58.0,5.99,5.96,3.64,1996
37230,0.4,4,5,4,62.9,55.0,4.73,4.72,2.97,975
2871,0.9,3,1,3,59.6,60.0,6.37,6.24,3.76,3276
13631,1.2,4,2,2,62.7,55.0,6.74,6.69,4.21,5578
52984,0.72,4,1,6,62.5,56.0,5.71,5.74,3.58,2594
16491,1.04,4,3,4,62.5,57.0,6.46,6.49,4.05,6589
46974,0.23,2,4,6,59.6,57.0,3.98,4.0,2.38,530
30457,0.3,3,5,4,61.7,60.0,4.31,4.28,2.65,731
46672,0.59,4,3,4,62.6,54.0,5.38,5.32,3.35,1789
28320,0.33,2,3,5,62.8,58.0,4.38,4.41,2.76,666
31,0.23,2,4,5,59.8,57.0,4.04,4.06,2.42,402
10347,1.21,3,0,3,59.9,60.0,6.89,6.86,4.12,4770
28802,0.23,2,5,7,59.9,55.0,3.99,4.13,2.43,682
38227,0.4,4,2,7,62.0,54.0,4.72,4.76,2.94,1017
12447,1.12,2,6,2,59.3,59.0,6.76,6.8,4.02,5243
53543,0.76,4,2,4,62.7,57.0,5.86,5.82,3.66,2692
8493,1.07,4,3,2,62.4,57.0,6.56,6.58,4.1,4419
9041,0.39,4,4,2,62.2,55.0,4.68,4.71,2.92,587
27696,0.41,4,3,2,61.5,55.0,4.76,4.8,2.94,648
45037,0.51,2,5,4,63.3,55.0,5.12,5.09,3.23,1638
8276,1.02,0,6,2,65.5,60.0,6.27,6.24,4.1,4381
30381,0.34,2,4,4,61.5,58.2,4.49,4.51,2.77,730
7526,1.01,3,2,2,61.6,59.0,6.44,6.39,3.95,4242
39720,0.54,3,3,2,61.4,59.0,5.21,5.24,3.21,1090
10100,0.9,2,4,4,63.2,59.0,6.08,6.04,3.83,4715
