carat,cut,color,clarity,depth percentage,table,length,width,depth,price
0.52,4,3,8,61.7,56.0,5.19,5.15,3.19,2387
0.8,4,1,3,62.6,56.1,5.87,5.92,3.7,2677
0.54,4,4,3,61.6,55.0,5.24,5.28,3.24,1385
0.33,3,2,4,62.4,58.0,4.42,4.39,2.75,668
0.42,4,0,5,60.9,57.0,4.86,4.83,2.95,851
1.02,4,1,3,61.3,57.0,6.47,6.49,3.97,4685
0.32,3,3,3,62.6,58.0,4.37,4.35,2.73,612
0.51,3,6,4,62.0,60.0,5.12,5.07,3.16,1807
0.35,4,4,5,61.9,55.0,4.53,4.58,2.82,782
0.7,3,6,2,62.8,61.0,5.61,5.57,3.51,2348
0.9,0,2,4,64.7,58.0,5.98,6.01,3.88,3697
1.2,4,2,4,62.2,55.0,6.76,6.85,4.23,6956
1.5,1,1,3,64.2,56.0,7.25,7.14,4.62,7207
0.71,2,5,5,63.3,56.0,5.64,5.68,3.58,3061
1.31,3,5,2,61.2,60.0,7.02,6.93,4.27,5176
0.3,3,3,6,60.8,58.0,4.34,4.38,2.65,684
0.35,2,4,5,60.3,58.6,4.56,4.59,2.76,842
0.31,4,2,6,62.2,55.0,4.36,4.35,2.71,802
0.53,1,5,4,63.7,55.0,5.12,5.15,3.27,1607
0.7,4,6,3,61.4,54.0,5.71,5.75,3.52,2872
1.01,3,3,3,60.2,60.0,6.45,6.43,3.88,4805
0.31,4,2,6,61.2,56.0,4.34,4.37,2.66,596
0.57,2,6,3,59.8,60.0,5.4,5.34,3.21,1906
1.02,4,1,6,62.1,54.0,6.47,6.51,4.03,5767
0.54,2,2,3,61.6,56.0,5.21,5.24,3.22,1235
0.28,4,4,6,62.6,54.0,4.21,4.22,2.64,787
0.61,4,3,5,62.6,55.0,5.46,5.43,3.41,2309
0.7,4,4,3,62.0,55.0,5.72,5.7,3.54,2415
0.23,4,4,5,61.1,56.0,3.97,3.99,2.43,548
0.91,1,3,2,63.6,56.0,6.14,6.09,3.89,3610
0.4,4,3,3,62.0,55.0,4.72,4.76,2.94,692
1.01,4,1,3,62.4,56.0,6.36,6.4,3.98,4584
0.51,3,5,4,60.5,56.0,5.24,5.18,3.15,1781
0.3,4,3,6,61.0,57.0,4.31,4.34,2.64,665
0.31,3,1,5,60.8,59.0,4.37,4.41,2.67,489
1.01,4,1,3,62.5,56.0,6.4,6.36,3.99,5020
1.01,2,4,3,62.1,57.0,6.41,6.48,4.0,4969
0.7,1,6,4,58.0,62.0,5.78,5.87,3.38,2749
0.75,3,3,2,61.0,58.0,5.9,5.94,3.61,2216
0.32,4,5,7,61.7,55.0,4.38,4.41,2.71,879
0.27,2,4,7,61.8,56.0,4.15,4.17,2.57,682
0.25,2,5,6,62.2,61.0,3.98,4.03,2.49,548
0.39,1,0,5,63.5,58.0,4.59,4.64,2.93,616
1.22,3,2,4,62.7,59.0,6.82,6.81,4.27,6184
0.35,4,6,4,60.7,56.0,4.6,4.56,2.78,1063
0.34,4,3,4,62.5,57.0,4.5,4.46,2.8,765
0.31,3,5,3,62.9,58.0,4.33,4.29,2.71,698
0.35,4,4,4,62.5,57.0,4.5,4.53,2.82,706
1.03,4,4,4,60.7,56.0,6.58,6.56,3.99,6662
1.14,3,2,3,63.0,57.0,6.7,6.65,4.2,4654
0.34,3,6,3,62.8,58.0,4.48,4.44,2.8,803
0.36,4,5,3,62.1,56.0,4.59,4.56,2.84,810
0.79,4,1,4,60.9,56.0,5.97,5.99,3.64,3710
1.03,2,3,5,60.6,58.0,6.48,6.55,3.95,6487
0.51,2,4,5,61.0,59.0,5.16,5.1,3.13,1706
1.04,2,6,3,61.5,58.0,6.48,6.53,4.0,5605
0.68,2,3,5,60.7,58.0,5.68,5.75,3.47,2114
0.77,4,4,2,61.7,56.0,5.91,5.96,3.66,2401
0.35,3,5,3,61.9,58.0,4.52,4.49,2.79,788
0.31,4,2,7,61.9,55.0,4.38,4.41,2.72,687
0.33,4,2,5,60.9,56.0,4.46,4.5,2.73,727
1.21,2,2,3,63.5,60.0,6.65,6.61,4.21,6566
0.33,3,3,4,61.4,60.0,4.45,4.41,2.72,743
0.71,4,1,6,60.6,57.0,5.73,5.78,3.49,2463
1.2,2,1,3,62.4,59.0,6.73,6.79,4.22,5816
1.02,2,2,2,61.1,61.0,6.48,6.51,3.97,4039
0.9,1,5,3,59.8,64.0,6.14,6.21,3.69,4229
0.52,4,5,4,61.2,56.0,5.16,5.23,3.18,1689
0.41,2,5,3,61.1,62.0,4.76,4.83,2.93,705
0.75,4,4,2,59.2,60.0,5.87,5.92,3.49,2248
0.36,4,6,3,62.7,57.0,4.59,4.54,2.86,851
1.0,4,3,4,60.5,56.0,6.54,6.49,3.94,6328
0.34,4,5,5,60.8,57.0,4.49,4.53,2.74,805
0.7,2,4,2,56.9,62.0,5.87,5.9,3.35,2177
0.72,3,1,3,62.0,52.0,5.71,5.67,3.53,1922
0.45,4,2,5,62.0,54.0,4.92,4.95,3.06,888
1.05,3,4,2,61.1,59.0,6.54,6.61,4.02,3672
0.31,2,2,3,62.8,58.0,4.28,4.32,2.7,435
1.24,4,0,3,61.8,57.0,6.92,6.86,4.26,5000
1.26,3,2,3,62.2,58.0,6.93,6.87,4.29,6664
0.4,4,3,4,62.5,54.0,4.72,4.75,2.96,792
0.71,0,3,7,62.8,57.0,5.67,5.57,3.53,3062
0.58,4,5,4,61.7,57.0,5.42,5.35,3.32,1809
0.32,3,3,8,61.0,59.0,4.38,4.41,2.68,891
0.9,4,2,2,62.1,55.0,6.17,6.2,3.84,4001
0.35,3,5,4,59.5,58.0,4.59,4.62,2.74,767
0.57,2,5,4,62.9,57.0,5.26,5.29,3.32,1851
0.3,3,4,6,59.5,59.0,4.42,4.38,2.62,882
0.5,4,5,5,62.3,55.0,5.12,5.09,3.18,1724
0.55,4,5,4,61.4,56.0,5.32,5.26,3.25,1792
0.71,3,3,3,58.9,62.0,5.92,5.83,3.46,2450
0.33,4,6,2,60.9,56.0,4.45,4.48,2.72,492
0.34,4,5,2,61.3,55.0,4.49,4.52,2.76,454
0.35,3,3,5,60.7,61.0,4.58,4.54,2.77,906
0.75,4,5,4,60.2,57.0,5.93,5.9,3.56,3136
0.7,3,6,4,61.3,58.0,5.72,5.67,3.48,2415
0.71,2,4,4,61.3,56.0,5.7,5.76,3.51,2709
0.54,2,6,3,62.0,55.0,5.21,5.24,3.24,1662
0.8,3,4,5,60.5,59.0,6.0,6.03,3.64,3813
0.8,4,4,5,62.8,56.0,5.91,5.96,3.73,4070
0.32,3,2,7,61.4,58.0,4.42,4.37,2.7,936
1.02,2,2,4,62.5,56.0,6.42,6.45,4.02,5217
1.01,3,6,4,61.0,59.0,6.44,6.41,3.92,6827
0.7,2,2,3,63.5,57.0,5.59,5.66,3.59,2106
1.05,3,5,3,61.2,58.0,6.57,6.53,4.01,5433
0.34,3,2,5,61.6,59.0,4.49,4.54,2.78,596
0.43,3,3,7,62.2,58.0,4.78,4.83,2.99,1207
0.71,2,5,6,61.5,61.0,5.7,5.75,3.52,3580
0.3,4,4,4,61.9,56.0,4.32,4.34,2.68,573
0.59,4,3,7,61.5,57.0,5.4,5.46,3.34,2166
0.71,3,3,2,62.1,58.0,5.72,5.68,3.54,2208
0.4,3,3,7,62.3,58.0,4.66,4.72,2.92,1123
0.39,4,4,7,62.3,55.0,4.67,4.7,2.92,1124
0.51,2,6,3,62.2,58.0,5.08,5.11,3.17,1398
1.3,4,2,4,62.9,56.0,7.0,6.96,4.39,5387
1.21,2,0,5,59.3,57.0,6.98,7.04,4.16,5604
0.71,4,6,2,61.0,56.0,5.77,5.8,3.53,2505
0.9,3,3,4,62.0,60.0,6.19,6.14,3.82,4137
0.71,2,5,7,63.0,57.0,5.66,5.7,3.58,3808
0.41,4,1,5,61.9,55.0,4.78,4.82,2.97,685
0.32,3,2,8,61.8,58.0,4.35,4.39,2.7,763
0.52,2,3,6,61.8,59.0,5.13,5.16,3.18,1911
0.63,4,6,3,62.8,57.0,5.49,5.46,3.44,2041
0.3,4,4,3,61.9,56.0,4.29,4.33,2.67,475
0.3,2,5,5,63.4,55.0,4.26,4.29,2.71,660
1.0,0,3,3,64.4,57.0,6.32,6.28,4.06,4295
0.73,4,3,2,61.8,56.0,5.76,5.8,3.57,2210
1.06,4,4,2,61.8,56.0,6.56,6.51,4.04,5354
1.2,4,0,2,63.3,54.0,6.78,6.72,4.27,4744
0.31,3,3,3,60.7,60.0,4.36,4.34,2.64,593
0.35,3,2,6,62.5,58.0,4.51,4.48,2.81,906
0.3,3,5,3,62.5,60.0,4.27,4.24,2.66,675
1.0,3,4,3,62.5,59.0,6.39,6.34,3.98,5152
1.11,4,4,3,61.1,57.0,6.67,6.69,4.08,6512
0.35,4,6,3,62.1,57.0,4.49,4.47,2.78,772
0.75,3,5,3,59.9,54.0,6.0,5.96,3.58,2760
0.55,2,1,2,63.1,58.0,5.15,5.19,3.26,1041
0.38,3,6,6,60.0,62.0,4.73,4.7,2.83,1257
0.44,4,3,5,61.9,54.0,4.89,4.93,3.04,915
0.43,4,2,7,61.6,55.0,4.85,4.89,3.0,1017
1.05,2,5,2,61.7,59.0,6.52,6.58,4.04,4010
0.52,2,6,4,59.4,61.0,5.23,5.24,3.11,1701
1.04,1,4,5,63.9,55.0,6.49,6.4,4.12,6653
0.3,4,1,4,61.3,58.0,4.3,4.31,2.64,438
0.35,4,6,4,61.3,56.0,4.56,4.54,2.79,1063
1.29,4,6,1,61.3,56.0,7.05,6.99,4.3,5158
0.71,4,5,6,62.0,53.9,5.73,5.77,3.57,4042
0.3,4,2,6,61.1,55.0,4.36,4.32,2.65,776
0.39,3,1,2,61.0,58.0,4.75,4.7,2.88,684
0.9,2,2,2,59.6,59.0,6.38,6.24,3.76,3250
0.35,4,5,3,60.9,55.0,4.57,4.53,2.77,788
0.53,4,6,4,61.4,56.0,5.21,5.18,3.19,1783
0.77,1,1,5,64.1,55.0,5.8,5.86,3.73,2184
0.74,4,2,2,61.4,56.0,5.78,5.84,3.57,2289
0.8,4,1,7,61.7,56.0,5.98,5.92,3.67,3181
0.5,2,4,8,59.7,60.0,5.18,5.24,3.11,2219
0.31,2,6,3,63.0,54.0,4.32,4.35,2.73,571
1.17,3,2,3,62.6,59.0,6.78,6.71,4.22,4631
0.75,2,5,2,60.2,57.0,5.89,5.94,3.56,2719
0.63,2,3,5,61.5,56.0,5.53,5.49,3.39,1960
0.42,4,3,5,61.0,56.0,4.86,4.82,2.95,1055
0.3,3,6,5,61.6,57.0,4.33,4.3,2.66,979
0.31,2,3,4,61.0,56.0,4.35,4.37,2.66,544
0.32,4,3,5,62.1,55.0,4.4,4.42,2.74,645
0.32,4,3,4,62.0,57.0,4.37,4.41,2.72,524
0.6,4,6,3,61.4,55.0,5.45,5.47,3.35,2263
0.41,1,6,3,63.4,55.0,4.68,4.72,2.98,738
0.52,4,4,4,63.0,56.0,5.16,5.1,3.23,1605
1.15,3,3,2,62.2,60.0,6.69,6.66,4.15,4985
0.5,3,3,6,60.7,57.0,5.14,5.1,3.11,1935
1.01,3,2,3,60.7,58.0,6.49,6.45,3.93,4771
0.55,4,2,6,61.9,56.0,5.22,5.25,3.24,1668
0.38,3,5,7,61.9,58.0,4.66,4.62,2.87,1327
0.71,2,0,3,62.8,57.0,5.64,5.67,3.55,1841
1.21,2,3,2,58.9,61.0,6.91,6.98,4.09,4887
0.9,2,5,1,62.4,63.0,6.13,6.01,3.79,2245
0.72,4,3,4,62.7,56.0,5.72,5.76,3.6,2578
0.81,3,3,3,63.0,60.0,5.87,5.81,3.68,2832
0.66,2,5,2,61.3,57.2,5.59,5.66,3.45,1769
0.3,3,3,7,62.6,58.0,4.29,4.27,2.68,1013
0.54,4,5,6,61.6,56.0,5.25,5.27,3.24,2776
1.05,4,2,2,61.9,56.0,6.49,6.56,4.04,4504
0.42,3,2,4,62.1,57.0,4.8,4.76,2.97,992
0.36,4,6,5,62.8,55.0,4.55,4.52,2.85,1018
0.3,2,1,3,63.5,57.0,4.26,4.24,2.7,506
0.88,4,5,2,62.2,57.0,6.08,6.2,3.82,3329
0.31,2,3,3,61.5,59.0,4.34,4.38,2.68,462
0.57,4,2,2,62.3,56.0,5.31,5.28,3.3,1077
0.31,4,4,4,61.9,55.0,4.37,4.39,2.71,757
0.3,2,1,2,63.3,56.0,4.3,4.26,2.71,450
0.41,3,6,7,61.6,58.0,4.78,4.74,2.93,1582
0.53,3,3,3,61.3,58.0,5.21,5.16,3.18,1363
1.01,1,2,4,63.5,61.0,6.24,6.32,3.99,4959
1.02,2,3,4,61.9,54.0,6.45,6.48,4.0,6569
0.59,3,3,6,62.8,54.0,5.41,5.34,3.38,2040
0.31,2,3,4,61.4,55.0,4.38,4.41,2.69,559
1.07,3,3,3,61.6,58.0,6.6,6.56,4.05,5453
1.25,4,1,4,62.5,56.0,6.87,6.92,4.31,6419
0.7,3,6,3,62.1,62.0,5.63,5.58,3.48,2339
0.41,3,6,2,61.9,58.0,4.71,4.73,2.92,683
0.76,3,4,2,61.8,58.0,5.88,5.83,3.62,2491
0.81,4,5,2,62.0,55.0,6.0,5.96,3.71,2559
0.5,2,4,6,61.0,61.0,5.09,5.11,3.11,2013
0.33,2,3,7,61.2,57.0,4.47,4.5,2.74,795
0.32,4,1,4,62.0,57.0,4.36,4.41,2.72,449
0.33,3,4,3,59.9,61.0,4.47,4.44,2.67,705
1.01,1,5,4,60.8,63.0,6.44,6.46,3.92,6250
1.01,3,5,3,62.4,58.0,6.42,6.37,3.99,4480
1.21,2,2,4,62.1,60.0,6.77,6.83,4.22,6745
1.5,0,6,2,68.8,57.0,6.9,6.86,4.73,7469
0.53,3,3,3,61.3,58.0,5.22,5.19,3.19,1273
0.42,3,3,4,59.5,59.0,4.89,4.83,2.89,1087
0.7,3,4,3,59.5,57.0,5.81,5.79,3.45,2596
0.64,4,5,3,62.0,56.0,5.57,5.53,3.44,2089
0.42,4,3,8,60.4,55.0,4.85,4.86,2.93,1400
1.01,2,5,3,63.3,58.0,6.39,6.37,4.04,5077
0.53,4,3,3,61.6,57.0,5.19,5.24,3.21,1665
0.53,2,5,4,62.8,57.0,5.16,5.19,3.25,1653
0.3,1,2,5,63.2,56.0,4.25,4.29,2.7,526
0.4,4,3,5,62.2,56.0,4.72,4.74,2.94,877
1.0,3,4,2,61.6,61.0,6.36,6.33,3.91,4452
0.71,2,5,5,61.5,57.0,5.74,5.77,3.54,3192
0.5,4,5,3,62.2,57.0,5.05,5.11,3.16,1316
0.71,4,4,2,61.5,55.0,5.78,5.75,3.54,2668
0.38,4,3,3,61.8,54.0,4.69,4.67,2.9,969
1.2,2,1,3,63.1,61.0,6.65,6.58,4.18,4301
0.35,4,5,3,62.3,56.0,4.56,4.53,2.83,788
1.15,4,3,4,61.4,57.0,6.78,6.74,4.15,6492
0.36,3,4,4,60.5,60.0,4.55,4.61,2.77,726
0.39,4,4,6,60.4,60.0,4.73,4.78,2.87,1031
0.39,4,0,6,62.0,54.5,4.67,4.7,2.9,687
0.4,1,4,4,63.4,54.4,4.68,4.73,2.99,826
1.66,3,1,2,60.0,59.0,7.63,7.56,4.56,5310
0.59,3,4,3,62.2,60.0,5.37,5.33,3.33,2124
1.0,3,6,2,62.4,58.0,6.36,6.33,3.96,4816
1.01,3,4,2,62.8,60.0,6.4,6.33,4.0,4497
0.31,2,3,5,59.6,61.0,4.35,4.38,2.6,625
0.78,3,4,3,61.5,59.0,5.96,5.88,3.64,2816
1.01,4,5,2,62.2,55.0,6.4,6.43,3.99,4984
0.74,2,5,4,62.8,58.0,5.73,5.76,3.61,3323
0.5,0,3,1,64.6,60.0,5.04,4.96,3.23,701
0.31,4,5,8,61.9,56.0,4.37,4.35,2.7,1133
0.61,3,5,2,61.3,59.0,5.48,5.39,3.33,1715
1.14,4,2,6,61.9,56.0,6.69,6.72,4.15,7354
0.33,4,3,7,61.5,56.0,4.45,4.46,2.74,868
0.44,4,3,2,61.1,55.0,4.93,4.95,3.02,694
1.01,1,5,4,65.4,56.0,6.18,6.23,4.06,6004
0.8,2,2,3,63.3,58.0,5.93,5.89,3.74,2485
1.06,2,1,3,62.8,56.0,6.47,6.52,4.08,4255
1.24,1,2,3,62.0,65.0,6.88,6.84,4.25,5146
0.9,4,3,2,61.4,56.0,6.19,6.23,3.81,4044
1.03,2,2,3,63.4,62.0,6.46,6.27,4.05,4406
0.7,2,4,3,62.4,56.0,5.64,5.7,3.54,2196
0.7,1,1,3,61.6,63.0,5.59,5.68,3.47,1763
0.9,3,1,3,63.0,60.0,6.08,5.99,3.8,3377
0.25,2,5,7,57.7,62.0,4.16,4.19,2.41,548
0.41,2,3,5,61.6,59.0,4.74,4.8,2.94,908
0.5,2,0,5,61.4,57.8,5.09,5.14,3.15,1034
0.7,4,3,3,62.2,56.0,5.72,5.69,3.55,2352
0.85,4,1,5,61.9,56.0,6.08,6.1,3.77,3548
0.25,2,5,6,59.8,59.0,4.07,4.09,2.44,575
0.51,3,5,3,61.3,59.0,5.15,5.13,3.15,1624
0.84,3,5,4,62.4,60.0,6.04,5.98,3.75,3528
1.21,3,6,2,59.7,58.0,7.06,6.96,4.19,4946
0.7,3,2,4,60.8,59.0,5.71,5.74,3.48,2330
1.04,4,2,3,62.7,54.0,6.51,6.47,4.07,4515
0.32,4,4,7,61.7,55.0,4.42,4.46,2.74,867
0.51,2,6,4,63.7,55.0,5.05,5.09,3.23,1599
0.31,3,3,5,62.1,58.0,4.36,4.31,2.69,695
0.7,0,3,4,64.4,56.0,5.64,5.57,3.61,2657
1.52,3,1,4,61.7,61.0,7.35,7.3,4.52,6793
0.71,4,3,5,62.3,54.0,5.68,5.72,3.55,3195
0.52,2,3,7,61.9,61.0,5.11,5.13,3.17,2045
0.3,2,5,2,61.7,61.0,4.29,4.33,2.66,421
1.09,2,2,4,63.0,54.0,6.61,6.54,4.14,5551
1.13,3,2,3,62.3,58.0,6.67,6.68,4.16,5101
1.05,3,3,1,61.7,59.0,6.58,6.47,4.02,2378
0.36,4,1,5,62.1,57.0,4.58,4.54,2.83,729
0.31,4,3,4,61.4,56.0,4.36,4.34,2.67,698
0.23,4,4,6,62.3,56.0,3.95,4.01,2.48,530
0.51,2,4,5,60.0,59.0,5.18,5.22,3.12,1680
0.28,4,3,8,62.4,55.0,4.17,4.2,2.61,650
0.51,2,3,3,60.3,61.0,5.12,5.19,3.11,1220
0.31,2,6,3,60.0,61.0,4.41,4.43,2.65,571
0.51,3,4,3,59.4,61.0,5.26,5.21,3.11,1349
1.02,4,1,3,62.0,56.0,6.44,6.46,4.0,4738
0.83,2,5,3,62.1,58.0,6.01,6.04,3.74,3002
0.3,4,2,3,62.2,57.0,4.26,4.29,2.66,450
0.7,2,3,4,63.5,57.0,5.68,5.66,3.6,2331
0.93,3,3,3,61.0,59.0,6.34,6.28,3.85,4062
0.7,3,4,3,61.8,59.0,5.76,5.67,3.53,2268
0.32,4,2,5,61.6,56.0,4.42,4.46,2.73,592
0.62,3,2,7,61.9,58.0,5.49,5.46,3.39,2232
0.3,4,0,5,59.7,57.0,4.4,4.37,2.62,506
0.5,4,4,6,62.0,53.6,5.09,5.13,3.18,2025
0.8,3,4,3,60.1,58.0,6.07,6.05,3.64,3082
0.71,4,5,5,61.4,57.0,5.81,5.78,3.56,3435
0.71,4,4,3,59.8,53.0,5.86,5.82,3.49,2838
0.42,3,3,4,62.0,58.0,4.81,4.77,2.97,1087
0.3,3,3,6,62.6,58.0,4.27,4.29,2.68,684
1.24,4,0,2,60.1,57.0,7.02,6.98,4.21,4783
0.3,2,5,3,60.6,56.0,4.35,4.37,2.64,526
0.31,4,4,8,62.1,56.0,4.36,4.33,2.7,1046
0.38,4,5,4,61.7,54.3,4.68,4.69,2.89,853
0.71,4,5,5,62.4,56.0,5.75,5.7,3.57,2877
0.41,4,5,4,62.2,56.0,4.8,4.75,2.97,1087
0.3,2,4,7,61.1,57.0,4.31,4.33,2.64,814
0.34,3,5,3,60.7,60.0,4.51,4.48,2.73,765
1.06,4,2,4,62.5,57.0,6.49,6.47,4.05,5889
1.25,2,4,2,58.0,63.0,7.16,7.06,4.13,5851
0.38,1,6,5,63.4,55.0,4.61,4.64,2.93,853
0.51,4,4,6,61.4,56.0,5.16,5.17,3.17,2025
0.32,4,5,4,62.1,55.0,4.39,4.43,2.74,639
0.41,3,3,3,62.5,57.0,4.72,4.69,2.94,923
0.5,4,5,4,62.2,55.0,5.07,5.09,3.16,1624
0.31,4,3,3,61.6,55.0,4.37,4.39,2.7,627
0.36,4,1,3,61.7,55.0,4.58,4.62,2.84,505
0.52,2,2,7,63.9,59.0,5.08,5.1,3.25,1664
0.53,2,3,2,60.9,55.0,5.26,5.29,3.21,1092
0.33,2,2,7,62.5,55.0,4.43,4.47,2.78,692
0.33,4,6,3,61.3,56.0,4.44,4.46,2.73,608
0.31,4,3,6,62.4,56.0,4.35,4.31,2.7,907
1.0,1,6,2,64.0,59.0,6.29,6.24,4.01,3634
0.43,1,5,3,63.1,56.0,4.8,4.83,3.04,739
0.4,4,4,2,62.8,55.0,4.7,4.73,2.96,597
0.51,4,4,6,62.4,57.0,5.12,5.08,3.18,2203
0.9,2,1,2,61.5,57.0,6.16,6.19,3.8,3503
0.25,2,4,6,61.2,55.0,4.1,4.14,2.52,583
1.0,3,3,3,62.2,58.0,6.45,6.37,3.99,5292
0.76,4,3,4,61.7,55.0,5.86,5.91,3.63,3114
0.3,2,5,4,62.9,58.0,4.22,4.27,2.67,658
1.02,3,3,4,59.2,59.0,6.66,6.58,3.92,6169
0.3,4,4,3,61.4,55.0,4.34,4.36,2.67,475
1.3,1,0,4,63.6,59.0,6.9,6.87,4.38,5269
0.7,2,1,2,63.4,59.0,5.66,5.57,3.56,1775
0.51,4,5,3,62.9,57.0,5.1,5.09,3.2,1624
1.03,4,3,2,62.3,59.0,6.44,6.46,4.02,4928
0.5,3,5,4,61.3,60.0,5.11,5.07,3.12,1746
0.7,3,2,2,60.5,61.0,5.75,5.72,3.47,1808
0.5,3,6,4,59.7,57.0,5.13,5.08,3.05,1819
0.56,2,3,3,61.1,56.0,5.32,5.34,3.26,1408
1.01,3,3,1,61.1,61.0,6.49,6.35,3.92,3014
0.54,4,3,4,61.2,56.0,5.25,5.26,3.22,1605
0.32,4,3,3,62.5,55.0,4.35,4.38,2.73,477
0.8,4,3,2,63.0,56.0,5.85,5.9,3.7,2657
1.01,2,1,3,63.4,55.0,6.39,6.35,4.04,4185
1.0,0,0,3,64.7,52.0,6.35,6.3,4.09,3780
0.33,3,2,6,61.6,58.0,4.45,4.42,2.73,854
0.59,4,6,3,61.2,56.0,5.38,5.43,3.31,1694
0.24,4,5,7,61.4,57.0,3.99,4.03,2.46,678
0.7,3,2,6,61.0,62.0,5.72,5.66,3.47,2644
0.72,4,3,2,62.1,55.3,5.72,5.74,3.56,2089
0.9,3,5,2,60.8,60.0,6.21,6.25,3.79,3662
1.04,3,3,2,62.6,58.0,6.49,6.42,4.04,4455
0.78,2,5,3,60.9,57.0,5.93,5.97,3.62,3055
0.9,3,3,3,60.6,57.0,6.28,6.2,3.78,4455
1.08,4,6,2,59.1,60.0,6.7,6.76,3.98,5177
0.93,2,1,5,62.5,58.0,6.2,6.25,3.89,3562
1.2,2,4,3,63.5,57.0,6.65,6.74,4.25,6872
0.31,3,3,5,62.4,59.0,4.34,4.32,2.7,802
0.4,4,0,5,62.1,53.0,4.75,4.78,2.96,633
0.26,4,5,6,61.6,57.0,4.13,4.18,2.56,597
0.32,3,2,5,60.6,60.0,4.4,4.44,2.68,561
0.9,2,1,4,63.0,60.0,6.15,6.17,3.88,3709
1.0,2,5,2,58.8,62.0,6.5,6.53,3.83,4004
1.01,1,5,3,64.1,59.0,6.35,6.31,4.06,4480
1.11,4,3,4,62.2,55.0,6.67,6.61,4.13,6713
0.7,3,1,7,61.2,59.0,5.69,5.65,3.47,2536
0.9,3,6,3,62.1,60.0,6.2,6.14,3.83,3812
0.72,2,6,3,61.5,58.0,5.74,5.78,3.54,3001
1.01,1,5,3,63.4,60.0,6.3,6.34,4.01,5132
0.46,2,5,3,61.8,57.0,4.93,4.98,3.06,968
1.01,4,3,5,61.5,56.0,6.48,6.43,3.97,6794
0.35,2,5,3,60.7,59.0,4.52,4.57,2.76,614
0.5,1,4,4,63.6,57.0,5.03,5.07,3.21,1436
0.61,4,5,6,62.4,53.6,5.42,5.45,3.39,2907
0.24,4,2,6,61.5,57.0,4.0,4.03,2.47,504
0.91,2,5,2,63.0,56.0,6.12,6.16,3.87,3772
1.73,4,0,3,62.6,57.0,7.69,7.65,4.8,6927
0.58,4,4,3,61.4,57.0,5.33,5.38,3.29,1408
0.28,4,4,6,61.6,55.0,4.22,4.26,2.61,612
0.71,2,0,3,59.7,57.0,5.84,5.88,3.5,1979
0.58,3,5,3,61.6,59.0,5.38,5.33,3.3,1794
0.72,2,2,2,63.5,58.0,5.65,5.68,3.6,1942
1.02,3,2,1,62.5,60.0,6.41,6.39,4.0,3199
0.32,4,6,6,62.3,54.0,4.42,4.44,2.76,841
0.9,2,6,3,60.9,57.0,6.22,6.26,3.8,4438
0.46,4,5,7,62.5,53.0,4.95,5.0,3.11,1955
0.3,3,2,6,62.4,58.0,4.3,4.26,2.67,776
0.9,4,5,3,61.7,57.0,6.18,6.24,3.83,4921
0.34,4,4,3,59.4,57.0,4.54,4.58,2.71,491
0.6,3,6,2,62.0,57.0,5.43,5.35,3.34,1196
0.42,4,4,6,62.2,56.0,4.79,4.82,2.99,1142
0.58,4,1,3,62.2,54.0,5.35,5.39,3.34,1132
0.6,4,4,6,61.5,57.0,5.42,5.45,3.34,3196
0.9,1,4,6,61.8,63.0,6.14,6.19,3.81,5480
0.4,4,6,3,60.8,57.0,4.81,4.77,2.91,990
1.23,4,1,7,62.1,57.0,6.9,6.83,4.26,7117
0.96,0,3,3,69.7,59.0,6.09,5.9,4.18,3299
0.31,3,3,4,62.2,59.0,4.3,4.35,2.69,544
0.63,4,3,4,62.6,55.0,5.5,5.46,3.43,1821
0.58,2,0,4,59.5,62.0,5.41,5.44,3.23,1147
1.27,3,2,4,60.0,61.0,7.03,6.99,4.26,7503
0.7,4,2,5,61.9,55.0,5.66,5.72,3.52,2484
0.24,2,4,4,61.3,54.0,4.02,4.07,2.47,461
0.9,1,5,3,62.6,62.0,6.15,6.18,3.86,3945
0.93,4,3,3,62.2,58.0,6.2,6.24,3.87,4666
1.01,1,2,3,63.3,58.0,6.37,6.4,4.04,4559
0.31,4,3,6,62.1,56.0,4.33,4.27,2.67,907
0.4,4,4,4,62.9,57.0,4.72,4.69,2.96,1080
0.9,2,2,3,63.2,59.0,6.08,6.14,3.86,3388
1.01,2,6,4,60.6,56.0,6.45,6.51,3.93,7001
0.55,4,3,3,61.3,56.0,5.26,5.31,3.24,1605
0.56,4,4,6,60.3,56.0,5.39,5.35,3.24,2318
0.43,2,4,5,63.4,57.0,4.8,4.76,3.03,1008
0.3,3,5,4,61.7,58.0,4.32,4.34,2.67,658
1.5,2,1,2,62.7,57.0,7.28,7.35,4.59,7392
0.5,3,5,1,60.7,61.0,5.14,5.05,3.09,840
0.34,4,6,1,61.4,55.0,4.5,4.52,2.77,413
0.56,4,4,4,61.3,54.0,5.37,5.34,3.28,1814
0.37,4,3,5,61.9,54.0,4.62,4.68,2.88,741
1.02,1,5,2,63.2,56.0,6.37,6.41,4.04,4712
0.3,4,6,5,61.8,56.0,4.34,4.3,2.67,848
0.85,1,0,3,59.2,64.0,6.17,6.13,3.64,2278
0.3,4,4,7,61.6,58.0,4.27,4.3,2.64,814
0.36,4,3,5,61.5,58.0,4.59,4.61,2.83,725
0.56,2,6,5,60.8,60.0,5.32,5.34,3.24,2188
